method,n_images,asr,median_final_margin,median_hidden_mobility,median_transport_energy,median_clean_jvp_gain,median_transport_input_ratio,median_constrained_input_ratio,max_linf_255
baseline_margin_pgd,200,0.46,0.9359250068664551,6.012869834899902,0.5610276758670807,2.80685818195343,0.3614746183156967,0.3614746183156967,1.000007539987564
jvp_penalty_lambda_0.1,200,0.455,1.0470092296600342,5.936913967132568,0.5633209645748138,2.803459405899048,0.36456000804901123,0.36456000804901123,1.000007539987564
jvp_penalty_lambda_1,200,0.455,1.3185007572174072,6.009053707122803,0.5653004944324493,2.8003772497177124,0.3617985099554062,0.3617985099554062,1.000007539987564
jvp_penalty_lambda_10,200,0.425,1.9114015102386475,5.643150329589844,0.5555887520313263,2.6386828422546387,0.32884642481803894,0.32884642481803894,1.000007539987564
random_avoid,200,0.44,1.2438685894012451,5.820561170578003,0.5669974088668823,2.7926522493362427,0.3661748915910721,0.0008606767805758864,1.000007539987564
transport_avoid,200,0.095,8.307263851165771,1.5312513709068298,0.2555425465106964,0.6326355040073395,0.0009912551613524556,0.0009912551613524556,1.000007539987564
