model,split_seed,candidate_seed,layer_rule,layer,nested_model,features,n_candidates,n_images,n_positive,positive_rate,group_folds,oof_auroc,oof_auprc
bbb_densenet,1003,3,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,15265,0.1908125,5,0.9807686045790605,0.9444891735921679
bbb_densenet,1003,4,nested_selected_nonlogit,denseblock3,M0_singular,"rank,singular_value",80000,400,16748,0.20935,5,0.6373470297428157,0.2997455662200108
bbb_densenet,1003,4,nested_selected_nonlogit,denseblock3,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,16748,0.20935,5,0.7687910713419142,0.42424917653945554
bbb_densenet,1003,4,nested_selected_nonlogit,denseblock3,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,16748,0.20935,5,0.9773476625492377,0.942958926012858
bbb_densenet,1003,4,nested_selected_nonlogit,denseblock3,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,16748,0.20935,5,0.9773706862210384,0.9429644163809465
bbb_densenet,1003,4,nested_selected_nonlogit,denseblock3,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,16748,0.20935,5,0.9775355721487602,0.9436824891132426
bbb_densenet,1003,4,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,15357,0.1919625,5,0.6947259330467249,0.33831104940208684
bbb_densenet,1003,4,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,15357,0.1919625,5,0.805447971031334,0.45023679668575267
bbb_densenet,1003,4,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,15357,0.1919625,5,0.9751645381933103,0.9322168049341253
bbb_densenet,1003,4,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,15357,0.1919625,5,0.9751893145016307,0.9321744167747179
bbb_densenet,1003,4,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,15357,0.1919625,5,0.9806917864606864,0.9443825669026837
bbb_inception_v3,1001,0,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,12150,0.151875,5,0.661982538339535,0.2402790414774309
bbb_inception_v3,1001,0,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12150,0.151875,5,0.7775115065610112,0.34465859208919886
bbb_inception_v3,1001,0,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12150,0.151875,5,0.9909459889431722,0.9662293546030079
bbb_inception_v3,1001,0,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12150,0.151875,5,0.9909367019357029,0.9664116015343328
bbb_inception_v3,1001,0,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12150,0.151875,5,0.9908875618269541,0.9675493312004995
bbb_inception_v3,1001,0,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11329,0.1416125,5,0.7348697792003548,0.33176378188154776
bbb_inception_v3,1001,0,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11329,0.1416125,5,0.8497737241803294,0.44442870670786816
bbb_inception_v3,1001,0,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11329,0.1416125,5,0.989951874456475,0.9607990188509761
bbb_inception_v3,1001,0,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11329,0.1416125,5,0.9899552447500997,0.960777401326515
bbb_inception_v3,1001,0,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11329,0.1416125,5,0.9913204681753282,0.9656015381262475
bbb_inception_v3,1001,1,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,12188,0.15235,5,0.6604597319011144,0.23959037512738823
bbb_inception_v3,1001,1,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12188,0.15235,5,0.7769732971468775,0.34372806575983067
bbb_inception_v3,1001,1,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12188,0.15235,5,0.9909090601768155,0.9669663154962238
bbb_inception_v3,1001,1,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12188,0.15235,5,0.9909007915008019,0.9673148126029485
bbb_inception_v3,1001,1,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12188,0.15235,5,0.9909937578441109,0.9683573287031015
bbb_inception_v3,1001,1,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11401,0.1425125,5,0.7348281201298613,0.33234833848211537
bbb_inception_v3,1001,1,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11401,0.1425125,5,0.849898201080247,0.44762818510542046
bbb_inception_v3,1001,1,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11401,0.1425125,5,0.9899026297369465,0.9611765423982697
bbb_inception_v3,1001,1,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11401,0.1425125,5,0.9899037255086756,0.961175483645266
bbb_inception_v3,1001,1,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11401,0.1425125,5,0.9911572973169541,0.9656891990931569
bbb_inception_v3,1001,2,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,12140,0.15175,5,0.6641400358621854,0.24140865105424775
bbb_inception_v3,1001,2,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12140,0.15175,5,0.7770945584741529,0.3434349689513503
bbb_inception_v3,1001,2,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12140,0.15175,5,0.9912720369633965,0.9679043914615257
bbb_inception_v3,1001,2,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12140,0.15175,5,0.9912408469127494,0.968222886025828
bbb_inception_v3,1001,2,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12140,0.15175,5,0.9913008879119768,0.9692740782775587
bbb_inception_v3,1001,2,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11353,0.1419125,5,0.7335773493919366,0.33226314695055453
bbb_inception_v3,1001,2,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11353,0.1419125,5,0.8496404926298325,0.4460471830809085
bbb_inception_v3,1001,2,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11353,0.1419125,5,0.9900821363444166,0.9609472030411088
bbb_inception_v3,1001,2,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11353,0.1419125,5,0.9900918816526026,0.9609130987825366
bbb_inception_v3,1001,2,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11353,0.1419125,5,0.9916158476859579,0.965708170283855
bbb_inception_v3,1001,3,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,12166,0.152075,5,0.660239096698092,0.23899677637355143
bbb_inception_v3,1001,3,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12166,0.152075,5,0.775227860281545,0.34112965217865165
bbb_inception_v3,1001,3,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12166,0.152075,5,0.9908047059654688,0.966984726885697
bbb_inception_v3,1001,3,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12166,0.152075,5,0.9908075111133172,0.9673191662657438
bbb_inception_v3,1001,3,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12166,0.152075,5,0.99069641635298,0.9683494821555707
bbb_inception_v3,1001,3,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11361,0.1420125,5,0.7345170353214745,0.33255050894280114
bbb_inception_v3,1001,3,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11361,0.1420125,5,0.8491181483992541,0.44635538287389537
bbb_inception_v3,1001,3,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11361,0.1420125,5,0.9899679610618453,0.9612966505566104
bbb_inception_v3,1001,3,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11361,0.1420125,5,0.9899759322580356,0.9613206867866775
bbb_inception_v3,1001,3,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11361,0.1420125,5,0.9913484809374391,0.9658613373727827
bbb_inception_v3,1001,4,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,12260,0.15325,5,0.6610943700387866,0.2403996787712688
bbb_inception_v3,1001,4,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12260,0.15325,5,0.7772368464780652,0.3450502239020946
bbb_inception_v3,1001,4,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12260,0.15325,5,0.9910699122592813,0.9669809214104647
bbb_inception_v3,1001,4,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12260,0.15325,5,0.9910723638169355,0.967283367106692
bbb_inception_v3,1001,4,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12260,0.15325,5,0.9912029068538135,0.9684915075398599
bbb_inception_v3,1001,4,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11395,0.1424375,5,0.7351498564494027,0.3336268660291798
bbb_inception_v3,1001,4,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11395,0.1424375,5,0.8502449181662299,0.44864819717077364
bbb_inception_v3,1001,4,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11395,0.1424375,5,0.9899040615687307,0.9610085258690539
bbb_inception_v3,1001,4,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11395,0.1424375,5,0.9899171500854856,0.9609634922958785
bbb_inception_v3,1001,4,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11395,0.1424375,5,0.9912878293967101,0.9656941924976027
bbb_inception_v3,1002,0,nested_selected_nonlogit,mixed7,M0_singular,"rank,singular_value",80000,400,11489,0.1436125,5,0.7543591227514046,0.35171102457068454
bbb_inception_v3,1002,0,nested_selected_nonlogit,mixed7,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11489,0.1436125,5,0.8466513962173877,0.4544590477201374
bbb_inception_v3,1002,0,nested_selected_nonlogit,mixed7,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11489,0.1436125,5,0.9901292883140804,0.9640249167379946
bbb_inception_v3,1002,0,nested_selected_nonlogit,mixed7,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11489,0.1436125,5,0.9901164720178334,0.9639219126734775
bbb_inception_v3,1002,0,nested_selected_nonlogit,mixed7,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11489,0.1436125,5,0.9910494394357453,0.9671094155540836
bbb_inception_v3,1002,0,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11527,0.1440875,5,0.7543771045091332,0.35227895385917224
bbb_inception_v3,1002,0,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11527,0.1440875,5,0.845830970798754,0.454324725917582
bbb_inception_v3,1002,0,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11527,0.1440875,5,0.9901586640959981,0.9642563076369702
bbb_inception_v3,1002,0,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11527,0.1440875,5,0.990143506136049,0.9641658551466797
bbb_inception_v3,1002,0,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11527,0.1440875,5,0.9911662401986967,0.9673898256155691
bbb_inception_v3,1002,1,nested_selected_nonlogit,mixed7,M0_singular,"rank,singular_value",80000,400,11492,0.14365,5,0.7531637053025644,0.3514024684878863
bbb_inception_v3,1002,1,nested_selected_nonlogit,mixed7,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11492,0.14365,5,0.8470476317754847,0.4539973610050888
bbb_inception_v3,1002,1,nested_selected_nonlogit,mixed7,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11492,0.14365,5,0.9903699512300067,0.9641615428201934
bbb_inception_v3,1002,1,nested_selected_nonlogit,mixed7,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11492,0.14365,5,0.9903584752112202,0.9640612971286405
bbb_inception_v3,1002,1,nested_selected_nonlogit,mixed7,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11492,0.14365,5,0.9915605421353074,0.9675596129392997
bbb_inception_v3,1002,1,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11488,0.1436,5,0.7536583546066061,0.3515159863149842
bbb_inception_v3,1002,1,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11488,0.1436,5,0.8465143938349169,0.45319874862376647
bbb_inception_v3,1002,1,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11488,0.1436,5,0.9903582350293189,0.9639631037702335
bbb_inception_v3,1002,1,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11488,0.1436,5,0.9903486513331865,0.9638686710856514
bbb_inception_v3,1002,1,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11488,0.1436,5,0.9915901268622686,0.9673654474502655
bbb_inception_v3,1002,2,nested_selected_nonlogit,mixed7,M0_singular,"rank,singular_value",80000,400,11478,0.143475,5,0.7505324772887835,0.348552243532024
bbb_inception_v3,1002,2,nested_selected_nonlogit,mixed7,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11478,0.143475,5,0.8460012834961921,0.4518633061791878
bbb_inception_v3,1002,2,nested_selected_nonlogit,mixed7,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11478,0.143475,5,0.9901343506197435,0.9638194999100309
bbb_inception_v3,1002,2,nested_selected_nonlogit,mixed7,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11478,0.143475,5,0.9901147599168257,0.963708419879667
bbb_inception_v3,1002,2,nested_selected_nonlogit,mixed7,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11478,0.143475,5,0.9911946312990804,0.9669696901070655
bbb_inception_v3,1002,2,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11480,0.1435,5,0.7510749678112243,0.349199750205087
bbb_inception_v3,1002,2,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11480,0.1435,5,0.8459856630277586,0.452217486956544
bbb_inception_v3,1002,2,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11480,0.1435,5,0.9901653450453692,0.9640601833207689
bbb_inception_v3,1002,2,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11480,0.1435,5,0.990146184333372,0.9639546937347641
bbb_inception_v3,1002,2,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11480,0.1435,5,0.9911718468729597,0.9670209605111661
bbb_inception_v3,1002,3,nested_selected_nonlogit,mixed7,M0_singular,"rank,singular_value",80000,400,11522,0.144025,5,0.7562929643522653,0.3539941901544314
bbb_inception_v3,1002,3,nested_selected_nonlogit,mixed7,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11522,0.144025,5,0.8462492884505726,0.4550706927001712
bbb_inception_v3,1002,3,nested_selected_nonlogit,mixed7,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11522,0.144025,5,0.9899496899073387,0.963945548265654
bbb_inception_v3,1002,3,nested_selected_nonlogit,mixed7,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11522,0.144025,5,0.9899262223313082,0.9638738368178683
bbb_inception_v3,1002,3,nested_selected_nonlogit,mixed7,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11522,0.144025,5,0.9911443144950447,0.9674115306719557
bbb_inception_v3,1002,3,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11494,0.143675,5,0.7569011989317396,0.35382212729513646
bbb_inception_v3,1002,3,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11494,0.143675,5,0.8466918020656444,0.4546976321534478
bbb_inception_v3,1002,3,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11494,0.143675,5,0.9898123204656842,0.9634802068882188
bbb_inception_v3,1002,3,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11494,0.143675,5,0.9897860316789988,0.9634089254141999
bbb_inception_v3,1002,3,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11494,0.143675,5,0.9910731078153028,0.9669634005743857
bbb_inception_v3,1002,4,nested_selected_nonlogit,mixed7,M0_singular,"rank,singular_value",80000,400,11440,0.143,5,0.7536631050542224,0.3506459674415087
bbb_inception_v3,1002,4,nested_selected_nonlogit,mixed7,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11440,0.143,5,0.8475090370539613,0.45316645508276615
bbb_inception_v3,1002,4,nested_selected_nonlogit,mixed7,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11440,0.143,5,0.9902996163332,0.9644825661443093
bbb_inception_v3,1002,4,nested_selected_nonlogit,mixed7,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11440,0.143,5,0.9902663929200904,0.964358345757035
bbb_inception_v3,1002,4,nested_selected_nonlogit,mixed7,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11440,0.143,5,0.9915010638428083,0.9678239576279604
bbb_inception_v3,1002,4,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,11432,0.1429,5,0.7538715583143281,0.3509470569330084
bbb_inception_v3,1002,4,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,11432,0.1429,5,0.8473480714215322,0.4527402645723697
bbb_inception_v3,1002,4,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,11432,0.1429,5,0.9903074412234725,0.9645710720935926
bbb_inception_v3,1002,4,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,11432,0.1429,5,0.9902794250760473,0.9644371764529767
bbb_inception_v3,1002,4,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,11432,0.1429,5,0.9915430884239569,0.9679172172634867
bbb_inception_v3,1003,0,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,13060,0.16325,5,0.6585954668554179,0.25166338686837997
bbb_inception_v3,1003,0,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,13060,0.16325,5,0.7741843487642472,0.36028650255181155
bbb_inception_v3,1003,0,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,13060,0.16325,5,0.9900926454217647,0.9675706782656778
bbb_inception_v3,1003,0,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,13060,0.16325,5,0.9901659070704445,0.9679123305686472
bbb_inception_v3,1003,0,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,13060,0.16325,5,0.9898882579128483,0.968583618876006
bbb_inception_v3,1003,0,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,12323,0.1540375,5,0.7178771135676109,0.3419392814350352
bbb_inception_v3,1003,0,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12323,0.1540375,5,0.8454091321171683,0.4616476195081587
bbb_inception_v3,1003,0,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12323,0.1540375,5,0.9894154942033632,0.9639085581937831
bbb_inception_v3,1003,0,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12323,0.1540375,5,0.9894496171736197,0.9636956422979412
bbb_inception_v3,1003,0,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12323,0.1540375,5,0.9915067389850609,0.967335599002578
bbb_inception_v3,1003,1,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,13102,0.163775,5,0.6566378283597711,0.25104802228168427
bbb_inception_v3,1003,1,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,13102,0.163775,5,0.7735113149129504,0.3605469900268455
bbb_inception_v3,1003,1,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,13102,0.163775,5,0.9898306326900639,0.9664633370563345
bbb_inception_v3,1003,1,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,13102,0.163775,5,0.9899686205186122,0.9669691089779328
bbb_inception_v3,1003,1,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,13102,0.163775,5,0.9896955758450252,0.96774419130688
bbb_inception_v3,1003,1,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,12284,0.15355,5,0.7133630190594892,0.34011778143765825
bbb_inception_v3,1003,1,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12284,0.15355,5,0.845802128630812,0.4613395539498182
bbb_inception_v3,1003,1,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12284,0.15355,5,0.988384144218006,0.9616051837010289
bbb_inception_v3,1003,1,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12284,0.15355,5,0.9884291297311801,0.9614573962861664
bbb_inception_v3,1003,1,prespecified_prelogit,penultimate,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,12284,0.15355,5,0.9904608868490711,0.9653104862420794
bbb_inception_v3,1003,2,nested_selected_nonlogit,mixed6,M0_singular,"rank,singular_value",80000,400,13194,0.164925,5,0.6578236728529778,0.2524287133455145
bbb_inception_v3,1003,2,nested_selected_nonlogit,mixed6,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,13194,0.164925,5,0.7755676833689531,0.3644918660177079
bbb_inception_v3,1003,2,nested_selected_nonlogit,mixed6,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,13194,0.164925,5,0.9895879639747561,0.9659445106284044
bbb_inception_v3,1003,2,nested_selected_nonlogit,mixed6,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,13194,0.164925,5,0.9896504504766485,0.9664236748315969
bbb_inception_v3,1003,2,nested_selected_nonlogit,mixed6,M4_transport,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos,transport_projection_energy",80000,400,13194,0.164925,5,0.9896434675720559,0.9674554915686204
bbb_inception_v3,1003,2,prespecified_prelogit,penultimate,M0_singular,"rank,singular_value",80000,400,12393,0.1549125,5,0.7229625986272152,0.3449129383975321
bbb_inception_v3,1003,2,prespecified_prelogit,penultimate,M1_jvp_proxy,"rank,singular_value,jvp_gain",80000,400,12393,0.1549125,5,0.8451598356954388,0.4640425106782281
bbb_inception_v3,1003,2,prespecified_prelogit,penultimate,M2_margin,"rank,singular_value,jvp_gain,margin_drop",80000,400,12393,0.1549125,5,0.9887386262327842,0.9628256300396354
bbb_inception_v3,1003,2,prespecified_prelogit,penultimate,M3_gradient,"rank,singular_value,jvp_gain,margin_drop,ce_grad_cos,dlr_grad_cos",80000,400,12393,0.1549125,5,0.9887986999771038,0.9626992195575068
